date,Lisbon
2021-01-03,55.16998414655628
2021-01-10,49.03998590805003
2021-01-17,44.44248722917034
2021-01-24,44.44248722917034
2021-01-31,45.9749867887969
2021-02-07,44.44248722917034
2021-02-14,44.44248722917034
2021-02-21,41.37748810991721
2021-02-28,42.909987669543774
2021-03-07,41.37748810991721
2021-03-14,44.44248722917034
2021-03-21,44.44248722917034
2021-03-28,44.44248722917034
2021-04-04,49.03998590805003
2021-04-11,52.10498502730316
2021-04-18,50.57248546767659
2021-04-25,53.637484586929716
2021-05-02,61.299982385062535
2021-05-09,73.55997886207504
2021-05-16,64.36498150431567
2021-05-23,72.02747930244848
2021-05-30,72.02747930244848
2021-06-06,64.36498150431567
2021-06-13,70.49497974282191
2021-06-20,65.89748106394222
2021-06-27,61.299982385062535
2021-07-04,61.299982385062535
2021-07-11,65.89748106394222
2021-07-18,68.96248018319535
2021-07-25,70.49497974282191
2021-08-01,75.0924784217016
2021-08-08,81.22247666020786
2021-08-15,84.28747577946099
2021-08-22,84.28747577946099
2021-08-29,84.28747577946099
2021-09-05,90.41747401796724
2021-09-12,98.07997181610006
2021-09-19,98.07997181610006
2021-09-26,98.07997181610006
2021-10-03,93.48247313722037
2021-10-10,91.9499735775938
2021-10-17,99.61247137572661
2021-10-24,96.5474722564735
2021-10-31,102.67747049497974
2021-11-07,91.9499735775938
2021-11-14,93.48247313722037
2021-11-21,84.28747577946099
2021-11-28,78.15747754095473
2021-12-05,78.15747754095473
2021-12-12,75.0924784217016
2021-12-19,72.02747930244848
2021-12-26,78.15747754095473
2022-01-02,56.79513184584178
2022-01-09,53.95537525354969
2022-01-16,56.79513184584178
2022-01-23,62.47464503042596
2022-01-30,62.47464503042596
2022-02-06,68.15415821501014
2022-02-13,85.19269776876267
2022-02-20,76.6734279918864
2022-02-27,73.83367139959432
2022-03-06,82.35294117647058
2022-03-13,85.19269776876267
2022-03-20,79.51318458417849
2022-03-27,82.35294117647058
2022-04-03,93.71196754563894
2022-04-10,82.35294117647058
2022-04-17,88.03245436105476
2022-04-24,85.19269776876267
2022-05-01,88.03245436105476
2022-05-08,88.03245436105476
2022-05-15,85.19269776876267
2022-05-22,85.19269776876267
2022-05-29,88.03245436105476
2022-06-05,85.19269776876267
2022-06-12,88.03245436105476
2022-06-19,96.55172413793103
2022-06-26,90.87221095334685
2022-07-03,93.71196754563894
2022-07-10,96.55172413793103
2022-07-17,93.71196754563894
2022-07-24,85.19269776876267
2022-07-31,88.03245436105476
2022-08-07,88.03245436105476
2022-08-14,85.19269776876267
2022-08-21,90.87221095334685
2022-08-28,90.87221095334685
2022-09-04,90.87221095334685
2022-09-11,102.23123732251521
2022-09-18,88.03245436105476
2022-09-25,85.19269776876267
2022-10-02,90.87221095334685
2022-10-09,85.19269776876267
2022-10-16,82.35294117647058
2022-10-23,85.19269776876267
2022-10-30,88.03245436105476
2022-11-06,73.83367139959432
2022-11-13,76.6734279918864
2022-11-20,68.15415821501014
2022-11-27,65.31440162271805
2022-12-04,65.31440162271805
2022-12-11,68.15415821501014
2022-12-18,62.47464503042596
2022-12-25,73.83367139959432
2023-01-01,76.6734279918864
2023-01-08,79.51318458417849
2023-01-15,85.19269776876267
2023-01-22,82.35294117647058
2023-01-29,82.35294117647058
2023-02-05,85.19269776876267
2023-02-12,90.87221095334685
2023-02-19,102.23123732251521
2023-02-26,88.03245436105476
2023-03-05,105.0709939148073
2023-03-12,107.91075050709938
2023-03-19,85.19269776876267
2023-03-26,96.55172413793103
2023-04-02,93.71196754563894
2023-04-09,96.55172413793103
2023-04-16,99.39148073022312
2023-04-23,96.55172413793103
2023-04-30,90.87221095334685
2023-05-07,93.71196754563894
2023-05-14,88.03245436105476
2023-05-21,99.39148073022312
2023-05-28,90.87221095334685
2023-06-04,93.71196754563894
2023-06-11,90.87221095334685
2023-06-18,90.87221095334685
2023-06-25,96.55172413793103
2023-07-02,90.87221095334685
2023-07-09,102.23123732251521
2023-07-16,99.39148073022312
2023-07-23,99.39148073022312
2023-07-30,102.23123732251521
2023-08-06,99.39148073022312
2023-08-13,99.39148073022312
2023-08-20,88.03245436105476
2023-08-27,96.55172413793103
2023-09-03,99.39148073022312
2023-09-10,96.55172413793103
